Text1,Text2,Type,Lang,Scores,e5_mean
"""మరో ఏడుగురు తీవ్రంగా గాయపడ్డారు.""","""గోపేశ్వర్ గ్రామంలో విధులు ముగించుకుని వీరంతా తమతమ నివాసాలకు జీపులో బయలుదేరారు.""",train,tel,0.31,0.7990590929985046
"""మొదట ఈ-వాలెట్ల హవా కొనసాగినా. . మళ్లీ బ్యాంకుల డిజిటల్ విధానాల ద్వారా నగదు లావాదేవీలు పెరిగాగాయి.""","""ఈ నెలాఖరులో ఎయిర్ ఏషియా వారు చెన్నై-కడప-చెన్నై మార్గంలో విమాన సర్వీసు ప్రారంభించనున్నారు.""",train,tel,0.31,0.8183207511901855
"""ఈ సినిమాలో సత్యదేవ్ హీరోగా నటిస్తున్నారు.""","""ఈ మాఫీయా లీడర్లను చంపేయాలని చెప్పుకొచ్చింది.""",train,tel,0.31,0.864533543586731
"""షోరూం మేనేజర్ రామకృష్ణ ఫిర్యాదు మేరకు మలక్పేట పోలీసులు కేసు నమోదు చేసుకొని దర్యాప్తు చేస్తున్నారు.""","""ప్రస్తుతం ఆదిత్య మీనన్ ఆరోగ్యం నిలకడగా ఉందని, ఆందోళన చెందాల్సిన అవసరం లేదని వైద్యులు స్పష్టం చేశారు.""",train,tel,0.31,0.8241128921508789
"""నలుగు, రోజ్గోల్డ్, గోల్డ్, బ్లూ రంగులలో ఈ ఫోన్లు ఉన్నాయి.""","""సమాచారమందుకున్న రెస్యూ టీం అక్కడికి చేరుకుని వారిని అంబులెన్స్ల్లో ఆస్పత్రులకు తరలించారు.""",train,tel,0.31,0.8403141498565674
"""ఇలా చేయడానికి కూడా అక్కడ ప్రత్యేకంగా కళాకారులు ఉండేవారట.""","""కాగా ఉత్తర ఇరాక్లో పురావస్తు శాఖ నిర్వహించిన తవ్వకాల్లో పెద్ద ఎత్తున నిధి బయటపడింది. . అదీ ఓ శవ పేటికలో.""",train,tel,0.31,0.8031607866287231
"""సంజయ్ కు కృతజ్ఞతలని అన్నారు.""","""2014 పార్లమెంట్ ఎన్నికల్లో ప్రశాంత్ కిషోర్ బీజేపీ వ్యూహకర్తగా పనిచేసిన సంగతి తెలిసిందే.""",train,tel,0.31,0.783156156539917
"""ఈ నిర్ణయంపై కోర్టును ఆశ్రయంచింది.""","""ఇక ఈ గెలుపుతో అత్యధిక టైటిళ్లు సాధించిన ఉరుగ్వే సరసన అర్జెంటీనా చేరింది.""",train,tel,0.31,0.8125050663948059
"""యువకుల మృతితో ఆ ప్రాంతంలో విషాదఛాయలు అలుముకున్నాయి.""","""తమిళంల, మలయాళంలో మాత్రం పలు హిట్ చిత్రాల్లో నటించింది.""",train,tel,0.31,0.8495218753814697
"""అలాగే పరిశ్రమలో అన్ని భాగాల్లో ఎదుర్కొంటున్న అన్ని సమస్యల గురించి, వాటి పరిష్కారం గురించి కూలంకుషంగా చర్చించారు.""","""ప్రస్తుతం తాబేలు ఆరోగ్య పరిస్థితి మంచిగానే ఉందని చెప్పారు.""",train,tel,0.31,0.801714301109314
"""హైదరాబాద్లో బుధవారం జరిగిన ‘అసాధారణ వాతావరణ పరిస్థితులు-తెలంగాణ రాష్ట్రం’ అనే అంశంపై ప్రసంగిస్తున్న రాష్ట్ర ప్రణాళిక సంఘం ఉపాధ్యక్షుడు సింగిరెడ్డి నిరంజన్రెడ్డి""","""చైనాలో పరిస్థితుల గురించి ఆయన మాట్లాడుతూ గూగుల్కు సంబంధించిన ప్రధాన ఉత్పత్తులేవీ ఆ దేశంలో అందుబాటులో లేవన్నారు.""",train,tel,0.31,0.7804394960403442
"""రాష్ట్రంలో రుతుపవనాల కదలికలు సాధారణంగా ఉన్నాయని తెలిపింది.""","""ప్రచార కార్యక్రమాల్లో భాగంగా ఇచ్చిన ఓ ఇంటర్వ్యూలో తన ఫ్యూచర్ ప్రాజెక్ట్స్ గురించి పై విషయాలు చెప్పారు.""",train,tel,0.31,0.844161331653595
"""12 ప్లస్ డి, 13 ప్లస్ డి అనే రెండు ఆప్షన్లలో ఈ వాహనం లభిస్తుందని ఈ సందర్భంగా హైదరాబాద్లో సంస్థ తెలిపింది""","""తొలిపోటీలోనే 6-0తో కొలంబియాను చిత్తుచేసిన భారత మహిళల రికర్వుజట్టు అదే స్ఫూర్తిదాయక ప్రదర్శనతో ఫైనల్ బెర్త్ సాధించడం విశేషం.""",train,tel,0.31,0.8297861814498901
