Text1,Text2,Type,Lang,Scores
ስለዚህ ብዙዎቻችን የዚህ አይነት አካሔድ ስላልተለመደ በገንዘቤ ፣ በገዛ ንብረቴ ለምን አላፈርስም ?,በሶቪየት ኅብረት ሰዎች አንድ ነገርን ስለመግዛት አይናገሩም (ኩፒት ይሉታል) ።,train,amh,0.2
ከዚያ ከትምህርት ቤት ቀረሁ ፡፡,ከትምህርት ቤት ጋር መተባበር አስፈላጊ ነው ።,train,amh,0.3
እሁድ ግንቦት 22/2013 ዓ ም የስፖርት ዜናዎች ።,ሰኞ ሀምሌ 26/2013 ዓ ም የስፖርት ዜናዎች ።,train,amh,0.58
ወሳኝ አሜሪካን ሰራሽ የአረም መከላከያ ነዉ ።,በየጊዜው እየሄድንም ጽዳት እንዲያደርጉ ምክር እና ክትትል እናደርጋለን ።,train,amh,0.25
የአምላካዊ ጥበብ ዋና ዋና ምሳሌዎች በመጽሐፍ ቅዱስ ሕጎችና መሠረታዊ ሥርዓቶች ውስጥ ይገኛሉ ።,ዋና (ዋና) እና ዋና (ዋና) ያስታውሱ ?,train,amh,0.31
ይድረስ ለሕዝብ ተወካዮች ምክር ቤት የደሕዴን አባላት ።,ይድረስ ለሕዝብ ተወካዮች ምክር ቤት የሕወሐት አባላት ።,train,amh,0.62
በተለይም የወለዱ እናቶች ጡታቸው ባዶ ሆኖ ሕፃናትን ማጥባት እንደተቸገሩ በምሬት ያወሳሉ ፡፡,ሰሞኑን አዲስ በተንጣለለው ሰን ራይዝ የመኖርያ መንደር>>>> ።,train,amh,0.19
የአርብ ሐምሌ 3 ፣ 2012 ዓም የዓለም ዜና ።,የአርብ ሰኔ 26 ቀን 2012 ዓም የዜና መጽሔት ።,train,amh,0.5
በምሥራቅ ወለጋ በተፈጸመ ጥቃት በርካታ ሰዎች መገደላቸው ተነገረ ።,በምሥራቅ ወለጋ በተፈጸመ ጥቃት ሰዎች ተገደሉ ፤ ቤቶች ተቃጠሉ ።,train,amh,0.94
የመንግሥት ሚዲያ የሕዝብ ግንኙነት ጥበብ ይጐድለዋል ፡፡,በቀጣይነት የመንግሥት ሚዲያ የሕዝብ የመሆን ዕድሉ ከፍተኛ ነው ፡፡,train,amh,0.47
አንድ ረጅም ልቦለድ እየፃፍኩ ነው ፡፡,ይህ መጽሐፍ ልቦለድ ነው ፡፡,train,amh,0.55
ይህ የቋንቋ ለውጥ ምን ውጤት አምጥቷል ?,ይህ ግን የቋንቋ ጉዳይ አይደለም ።,train,amh,0.5
የመጽሐፉ መተርጎም በኦሮሚያ ክልል ላሉ አብያተ ክርስትያናት በኦሮምኛ ለመቀደስ ያስችላቸዋል ተብሏል ፡፡,የተነሳው ፈውስ የማይሰጠው ሽፈራው ሽጉጤ እንጅ ሽፈራው ዛፍማ ለኛ ብዙ ፋይዳ አለው ።,train,amh,0.16
ከዚህ የሚቀጥለው የግብ ጉዳይ ይሆናል ።,የሚቀጥለው ርዕሰ ትምህርት በዚህ ጉዳይ ላይ ያተኮረ ይሆናል ።,train,amh,0.36
ስሙኝማመቼም እዚህ አገር ተመሳስሎ ያልተሠራ ነገር ማግኘት አስቸጋሪ እየሆነ ነው ፡፡,) በፍቃዱ ዘኃይሉ በ100 ሚሊዮን ሕዝብ ዕጣ ፈንታ . ።,train,amh,0.22
በሲቪል ምህንድስና የመጀመሪያ ድግሪያቸውን ከአዲስ አበባ ዩኒቨርስቲ የተቀበሉት ኢንጂነር ዘለቀ ረዲ ፤ ።,ጠያቂዋ ፡ ምን ያህል ሰገጤ ነህ ?,train,amh,0.16
በደራስጌ ማርያም ዘውድ ስለመጫናቸው[ ለማስተካከል | ኮድ አርም ] ።,የአገዛዝ ዘመን[ ለማስተካከል | ኮድ አርም ] ።,train,amh,0.39
ችግሩ አወሳሰዱ ላይ ነው - ወይ ይበዛል ወይ ያንሳል ፡፡,ይሖዋ በእነርሱ ላይ እርምጃ ሲወስድባቸው “ምልክታቸውን ” ማለትም ያላቸውን ድምቀት እና ደረጃ ከጉዳይ አይጥፈ⁠ውም ።,train,amh,0.23
ኢየሱስ ግን ጠንከር ያለ ተግሣጽ ሰጣቸው ።,ይሖዋ ምክር ወይም ጠንከር ያለ ተግሣጽ ሲሰጠን ምን ዓይነት ምላሽ መስጠት አለብን ?,train,amh,0.52
ድምፃዊ ሰለሞን ጥጋቤ/ አባይ/- በፋና ላምሮት የአሸናፊዎች አሸናፊ የፍጻሜ ውድድር # ፋና ላምሮት ።,ድምፃዊት መቅደስ ግርማ – በፋና ላምሮት የአሸናፊዎች አሸናፊ የፍጻሜ ውድድር ።,train,amh,0.69
አልፈን ተርፈንም የሰዎችን ዕጣ-ፈንታ ስንናገር የራሳችንን ዕጣ-ፈንታ ሳናቅ እንዳንቀር እንጠንቀቅ !,ከ20 ዓመት በኋላ የኢትዮጵያ ዕጣ ፈንታ ምን ይሆናል ?,train,amh,0.33
“ሃያ ብር ካለህ አንድ ማህበራዊ ከአንድ ቡና ጋር ከአራት ሲጋራ ጋር ይኖርሃል ፡፡,ሰላሳ ብር ካለህ አንድ ማህበራዊ ፣ አንድ ቡና፣ አራት ሲጋራዎችና እሩብ ጫት ይኖርሃል ፡፡,train,amh,0.64
መስከረም ሴት ቦክሰኞችን በሳምንት ለሶስት ቀናት ታሰለጥናለች ።,መስከረም 30 የሚሆኑ ወንድና ሴት ቦክሰኞችን በሳምንት ለሶስት ቀናት በዚህ ሂደት መሰረት ታሰለጥናለች ።,train,amh,0.73
አባይ ሚዲያ ዜና – ታህሳስ 15 ፣2012 ።,አባይ ሚዲያ ዜና-ህዳር 12 ፣2012 ።,train,amh,0.58
ዋናው ይቅርታ ከእግዚአብሔር ነው ።,“ ብቃታችን ከእግዚአብሔር ነው... ።,train,amh,0.42
ይህ ፍርድ በፌደራል ጠቅላይ ፍርድ ቤት ሰበር ችሎት በሙሉ ድምጽ ተሰጠ ፡፡,የአሁን አመልካቾች ለክልሉ ጠቅላይ ፍርድ ቤት ሰበር ሰሚ ችሎት አቤቱታ አቅርበዋል ፡፡,train,amh,0.48
የውይይቱን ሁለተኛ ክፍል ለመስማት ማጫወቻውን ይጫኑ ።,ሁለተኛውን ክፍል ለመስማት ከዚህ በታች ያለውን ይጫኑ ፤ ።,train,amh,0.62
ራይስ በመለስ ዜናዊ ቀጥተኛ ትእዛዝ ለሞት የተዳረጉትን ንጹሃን ዜጎች ከምንም አልቆጠረቻቸውም ፡፡,ይህ ዓይነቱ ባርነት ከባቢሎናዊ መሠረተ ትምህርቶችና መናፍስታዊ ልማዶች በማላቀቅ እውነተኛ ነፃነት አስገኝቶላቸዋል ።,train,amh,0.2
“ሌላ የትግራይ ሸኔ ለመሸከም ሀገር አቅምና ፍላጎት የላትም” ።,ከእናቴ ጋር ከመጋባታቸው በፊት ነው አባቴ እዛ የነበሩት ፡፡,train,amh,0.17
፩፪ ሊቀ መላእክት ቅዱስ ሚካኤል በምልጃው ይጠብቀን መልካም_ቀን ።,ሊቀ መላእክት ቅዱስ ገብርአል በምልጃው ሀገራችንን ይጠብቅልን !,train,amh,0.61
በዚህ ጉዳይ ምን ትላለህ ?,ወደ ፍቅር ጉዞ ተጀምሯል ትላለህ ።,train,amh,0.16
የፈረንሣይ አየር መንገድ አውሮፕላን ተጠርጣሪ ቦምብ በመገኘቱ ሞምባሳ ኬንያ አረፈ ።,በሌሊት በረራ ወቅት በውስጡ ተጠርጣሪ ቦምብ በመገኘቱ ፥,train,amh,0.56
ድርጊታቸው ‘ የይሖዋን ቀን መምጣት እንደሚጠብቁና እንደሚያስቸኩሉ ’ ያረጋግጣል ።,ካድሬንና በበላበት አፉን የሚከፍት ሰው አልወድም ፥,train,amh,0.11
ደራሲ ታክሎ ተሾመ ፤ በግል ኑሯቸው ደስተኛ እንደሆኑ ይገልጣሉ ።,ደራሲ ታክሎ ተሾመ ፤ከጎርጎራ እስከ አውስትራሊያ ።,train,amh,0.61
ኢትዮጵያ በግዙፍ አደጋ ውስጥ ነች ፡፡,ኢትዮጵያ የኔ ነች ብሎ ማ ።,train,amh,0.33
አብይ የወጣቶች አዲስ ቀለም !,አዎን ዶር አብይ አህመድ የወጣቶች አዲስ ቀለም ናቸው ።,train,amh,0.62
በወንድወሰን አረጋኸኝ እና በይስማው አደራው ።,በይስማው አደራው ፤ ተጨማሪ መረጃ ከባህር ዳር ዩኒቨርሲቲ ።,train,amh,0.44
ጌታቸው ተድላ ኃይለ ጊዮርጊስ ዝርዝሩን አዘጋጅቷል ።,ጌታቸው ተድላ ኃይለ ጊዮርጊስ ።,train,amh,0.53
በዚሁ መደብ ውስጥ (ከ21 በጠቅላላ) የሚከተሉት 21 መጣጥፎች አሉ ።,በዚሁ መደብ ውስጥ (ከ41 በጠቅላላ) የሚከተሉት 41 መጣጥፎች አሉ ።,train,amh,0.55
ምስል 2 ፡ የደ.ኮሪያ እና የኢትዮጲያ ኢኮኖሚ እድገት ፍጥነት ንፅፅር ::,በጀርመን ቡንደስሊጋ ባየር ሙይንሽን ዳግም ድል ቀንቶታል ።,train,amh,0.16
ከፖለቲካ ቅኝ-ግዛት በለጠ አደገኛው የቴክኖሎጂ ቅኝ-ግዛት ነው ።,ለ50 ዓመት በዚህ ሁኔታ ኤርትራ ቅኝ ግዛት ሆነች ፡፡,train,amh,0.48
የኛ ድራማ ክፍል ሰባት እንዲህ ይቀርባል ላይክ እና ሼር ያድርጉ እርሶም ትኩስ መረጃዎችን ያግኙ ።,የፀጉር እድገትን የሚያፋጥን ውህድ . ላይክ እና ሼር ያድርጉ እርሶም ትኩስ መረጃዎችን ያግኙ ።,train,amh,0.27
እንዴት በትግራይ ያልታየ መልካም አሰተዳደር በሌሎች ተግባራዊ ይሆናል ?,እንዴት በትግራይ ያልታየ የምጣኔ ሀብት እድገት በሌሎች ሊከሰት ይችላል ?,train,amh,0.62
"በአጠቃላይ በኢትዮጵያ በኮሮና ቫይረስ የተያዙ ሰዎች ቁጥር ደግሞ 98,746 ደርሷል ፡፡","በአጠቃላይ በኢትዮጵያ በኮሮና ቫይረስ የተያዙ ሰዎች ቁጥር ደግሞ 96,169 ደርሷል ፡፡",train,amh,0.77
ለትውስታ . ቴዲ አፍሮ ሰለ ማረሚያ ቤት ቆይታው ተጠይቆ የሰጠውን የበሰለ ምላሽ ይመልከቱ ።,ቴዲ አፍሮ ሰለ ግጥም አፃፃፉ እና ሰለ ኢትዮጵያዊነት የሰጠዉ ምላሽ ።,train,amh,0.39
ወይ ጉድ ወይ ጉድ . አሁን ምን ይባላል ?,ወይ ጉድ ማስጠንቀቂያ በማስጠንቀቂያ ሆኗል ፌስቡክ ።,train,amh,0.45
የዜና ዘገባውን ለማዳመጥ የድምጽ ፋይሉን ይጫኑ ።,ዝርዝሩን ለማዳመጥ ከዚህ በታች ያለውን የድምጽ ፋይል ይጫኑ ።,train,amh,0.64
በአዋጁ መሠረት ሰባት የፈቃድ አይነቶች አሉ ።,ሰባቱ የፈቃድ አይነቶች የሚከተሉት ናቸው ።,train,amh,0.66
ዛሬም ግጭት ነው አይደል ?,በቤንሻንጉል ጉሙዝ ዛሬም ግጭት እንደነበር ተገለጸ ።,train,amh,0.53
ፍትህ ፍትህ ግፈኞችን ሳይሆን ግፍን ነው መፍራት ።,ፍትህ ለተማሪዎች ፣ ፍትህ ለትምህርት ።,train,amh,0.5
መልካም አዲስ አመት እግዚአብሔርን የምንፈራበት አመት ይሁንልን ፡፡,መልካም አዲስ አመት ዘመዶቼ ?,train,amh,0.77
መጀመሪያ ከቋጠሮ አስተያዬት ብነሳ ደስ ይለኛል ።,በእርሱ አምን ዘንድ ማን ነው ?,train,amh,0.2
ሕገ-ወጥ አዳኞች (ገቢር 3 ከትዕይንት 1 እስከ 4) ።,ሕገ-ወጥ አዳኞች (ገቢር 4 ትዕይንት 4) ።,train,amh,0.59
” የሚለው ነው ዋናው ጥያቄ ።,ያለው የሚለው ጥያቄ ለህዝቡ መመለስ ግዴታ ነው ።,train,amh,0.44
ያ ማለት ጥሩ ሳር ነው ማለት ነው ።,አሁን ይህን ማለት ጥሩ አይደለም ፡፡,train,amh,0.34
ይህንን ተከትሎ ጉዳዩ በማኅበራዊ መገናኛ ዘዴዎች ተጠቃሚዎች ዘንድ ብዙ መነጋገሪያ ሆኖ ነው የሰነበተው ።,ይህንን ተከትሎ የማኅበራዊ መገናኛ ዘዴዎች ተጠቃሚዎች ጎራ ከፍለው ተከራክረውበታል ።,train,amh,0.8
ዛሬ ገበያ ላይ ከዋለው የበአማን ነፀረ መፅሀፍ የሞለጨፍነው :) (ልዩነታቸውን ለማወቅ ያክል) ።,ስም አሰጣጡ ያልተገባ ወይም የሚያገልል ስያሙ እንዳይኖር ይከላከላል ።,train,amh,0.2
እሱ ሌላ ጥያቄ ነው ።,የህዝቡ ጥያቄ የመብት ጥያቄ ነው ፡፡,train,amh,0.41
አሁን ጉዳዩ በዚህ አስቸኳይ ጊዜ አዋጅ ።,አሁን ችግሩ ተባብሶ አስቸኳይ ጊዜ አዋጅ እስከማወጅ ተደርሷል ፡፡,train,amh,0.64
"ቅዳሜ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ግንቦት 02, 2020 ።","ማክሰኞ ፡- ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ሜይ 17, 2022 ።",train,amh,0.64
ስለ አዲሱ ዝርያ ምን እናውቃለን ?,እናም ሁሌም ወደዚያ ሀገር ቢሄድ የበለጠ ይጠቅማል ።,train,amh,0.27
ምርጥ ያራዳ ልጅ ነኝ ፣ ሸበላ ነኝ፣ ጂኒየስ ነኝ፣ አትሌቲክ ነኝ.ምን ዋጋ አለው-ቀርሺ እንቀቡ !,እኔ ጥቁር ነኝ ነገር ግን ውብ ነኝ ፥,train,amh,0.47
ዝርዝሩን ከአዲስ አበባ ዮሐንስ ገብረ እግዚአብሔር በአጭሩ ልኮልናል ።,ከአዲስ አበባ ዘጋባያችን ሰለሞን ሙጬ ዝርዝሩን ልኮልናል ።,train,amh,0.55
ከኢትዮጵያዉያን ጋር ይወያያሉ ተብሎ ይጠበቃል አውዲዮውን ያዳምጡ ።,ከኢትዮጵያዉያን ጋር ይወያያሉ ተብሎ ይጠበቃል 2020 ።,train,amh,0.83
ምንድን ነው ዱር ለዱር የምትንከረተችው አንቺ ልጅ ?,ያደረግነው ለውጥ በጣም ትልቅ ከመሆኑ የተነሳ ዋጋ ቢስ እንደሆንኩ ተሰምቶኝ ነበር ።,train,amh,0.22
ጃዋርን በቡዳ ለምን አናስበላውም ያልከኝ ልጅ ደና ነህ እንዴት ነህ ደና ነህ እንዴት ነህ ?,አንድ ሰው ምንድን ነህ ?,train,amh,0.19
"ዕሁድ ፡- ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ሴፕቴምበር 04, 2022 ።","ሐሙስ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ጃንዩወሪ 21, 2021 ።",train,amh,0.58
በአማራ ክልል የተለያዩ ከተሞች የተቃውሞ ሰልፍ ተካሄደ ።,በአማራ ክልል የተለያዩ ከተሞች ሰላማዊ ሰልፍ ።,train,amh,0.73
የአንድ ሰው ነብስ ነብስ አይደለም ወይ ?,ለማንኛውም ነብስ ይማር እያላችሁ ።,train,amh,0.5
ይህ የጉዞ ገደብ ስለመሆኑ በግልጽ የሚታወቅ ነገር የለም ።,በኢትዮጵያ በኩል የሚታወቅ ነገር የለም ፡፡,train,amh,0.42
የሚል ቀልድ መሰል እውነት ሲነገር እንደነበር አስታውሳለሁ ፡፡,ከአቅም በላይ በሆነ ችግር ወይም ሌላ ነገር ብሎ ይቅርታ መጠየቅ ማንን ገደለ !,train,amh,0.25
ሮዝ መስቲካ ፡ 'ተጨማሪ የወሊድ ፈቃድ ለእናቶች' ስትል የምትወተውተዋ እናት ።,ሮዝ መስቲካ 'ተጨማሪ የወሊድ ፈቃድ ለእናቶች' በሚል በማህበራዊ ሚዲያዎች በምታደርገው ዘመቻዎቿና ቅስቀሳዎቿ ትታወቃለች ።,train,amh,0.84
በራሴ ግን ወርቅ አመጣለሁ ብዬ አስቤያለሁ ።,በዚህ ውድድር ሪከርድ ለማሻሻል ባልችልም ወርቅ አመጣለሁ ብየ አስቤያለሁ ።,train,amh,0.86
ወደሚቀጥለው ገጽ ይዞራል 8 ወዲህ የሚጠቁሙ ገጾች !,28 2010 ማውጫ ኪን 4 ወዲህ የሚጠቁሙ ገጾች !,train,amh,0.52
) ቆይ ቆይ ግብፅ ምንድነው አለች የተባለው ?,ጋሬት ፡ ቆይ ፣ ቆይ ኢትዮጵያ ውስጥ ምን ነበር የምትሰራው ?,train,amh,0.2
የዞን ዘጠኝ የኢንተርኔት አምደኛ በፍቃዱ ኃይሉ ዳግም እስር ።,የዞን ዘጠኝ የኢንተርኔት አምደኛ በፍቃዱ ኃይሉ ዛሬ ማለዳ በድጋሚ ታሰረ ።,train,amh,0.95
“...ይህንን ነው የስሜት መዋዠቅ የምንለው...” ።,መካከለኛ የአዕምሮ ጤና ችግር የምንለው ደግሞ የስሜት መዋዠቅ ይታይባቸዋል ፡፡,train,amh,0.77
ወይ መከራ ወይ ጥፋት ወይ ጣጣ ወይ ፈንጣጣ ።,ወይ በገንዘባቸው ወይ በቴክኖሎጂ ያሳኩት ይሆናል ፡፡,train,amh,0.36
በኢትዮ-ቴሌኮም ላይ ከፍተኛ ማጭበርበር የፈፀመው በእስራት ተቀጣ) - - ።,በፖሊስ አባል ላይ ጥቃት የፈፀመው ተከሳሽ በገንዘብ እና በእስራት ተቀጣ ::,train,amh,0.34
ይሄ የመስዋዕትነት አምልኮ ፣ በጭራሽ... ፈፅሞ... ‘በጎ አላማ’ ሊሆን አይችልም ።,‘በጎ አላማ’ን የሚያጠፋ ክፉ በሽታ ነው - የመስዋዕትነት አምልኮ ።,train,amh,0.61
ማስታወስ ማለት ምን ማለት ነው ?,ይህም ማለት ፍላጐቱ ከፍተኛ ነው ማለት ነው ፡፡,train,amh,0.33
የሥነ ልቦና መምህርቷ ሲያራ ሰዎች መዝናኛ ሰዓት የግድ ማግኘት አለባቸው ።,ሴትን ልጅ አርቀህ ካሰብካት እናት የሚል ድንቅ የአምላክ ስጦታ ታገኝባታለህ ።,train,amh,0.17
“የልብ ጠጋኙ ማስታወሻ” በወፍ በረር ።,አቅላቸውን የሳቱ ኃይሎች ይህችን ሀገር ሶሪያ ወይም ሞቃዲሾ ለማድረግ ጫፍ ላይ ደርሰዋል ።,train,amh,0.08
ሌላኛው ደግሞ ኃይማኖተኛ ይሁን ፣ ፈላስፋ ይሁን፣ መድኃኒት አዋቂ ይሁን ግራ አጋብቶናል ፡፡,አለ አይደል…ጥያቄ ይሁን ፣ መገረም ይሁን ግራ ያጋባላ !,train,amh,0.41
የስፖርት ዘገባ ፤ ጥር 18 ቀን ፣2007 ዓም ።,የስፖርት ዘገባ ፤ ነሐሴ-25-2007 ዓ.ም ።,train,amh,0.47
መጽሐፍ ቅዱስ ስለ አስራት ምን ይላል ?,'ሸሚዝ የለበሰውን ምታው' እያሉ እየተኮሱ በስህተት ነው ማለት አይቻልም ።,train,amh,0.12
